director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
AndrewAdamson,KathleenFreeman,ChrisMiller,BobbyBlock,adventure animation comedy family fantasy,Shrek,KathleenFreeman ChrisMiller BobbyBlock AndrewAdamson adventure animation comedy family fantasy
GeorgeNolfi,MattDamon,MichaelKelly,JonStewart,romance sci-fi thriller,The Adjustment Bureau,MattDamon MichaelKelly JonStewart GeorgeNolfi romance sci-fi thriller
KevinReynolds,AlanRickman,MorganFreeman,MichaelWincott,action adventure drama romance,Robin Hood: Prince of Thieves,AlanRickman MorganFreeman MichaelWincott KevinReynolds action adventure drama romance
CameronCrowe,TomCruise,KellyPreston,BonnieHunt,comedy drama romance sport,Jerry Maguire,TomCruise KellyPreston BonnieHunt CameronCrowe comedy drama romance sport
SethMacFarlane,MilaKunis,SethMacFarlane,TomSkerritt,comedy fantasy,Ted,MilaKunis SethMacFarlane TomSkerritt SethMacFarlane comedy fantasy
JamesL.Brooks,LupeOntiveros,YeardleySmith,ShirleyKnight,comedy drama romance,As Good as It Gets,LupeOntiveros YeardleySmith ShirleyKnight JamesL.Brooks comedy drama romance
TomShadyac,RobinWilliams,PhilipSeymourHoffman,MonicaPotter,biography comedy drama romance,Patch Adams,RobinWilliams PhilipSeymourHoffman MonicaPotter TomShadyac biography comedy drama romance
AdamMcKay,HarrisonFord,WillFerrell,SteveCarell,comedy,Anchorman 2: The Legend Continues,HarrisonFord WillFerrell SteveCarell AdamMcKay comedy
StevenBrill,SteveBuscemi,AdamSandler,PeterGallagher,comedy romance,Mr. Deeds,SteveBuscemi AdamSandler PeterGallagher StevenBrill comedy romance
J.J.Abrams,JoelCourtney,AJMichalka,ZachMills,mystery sci-fi thriller,Super 8,JoelCourtney AJMichalka ZachMills J.J.Abrams mystery sci-fi thriller
StevenSoderbergh,JuliaRoberts,AlbertFinney,ConchataFerrell,biography drama,Erin Brockovich,JuliaRoberts AlbertFinney ConchataFerrell StevenSoderbergh biography drama
DonaldPetrie,MatthewMcConaughey,AdamGoldberg,ThomasLennon,comedy romance,How to Lose a Guy in 10 Days,MatthewMcConaughey AdamGoldberg ThomasLennon DonaldPetrie comedy romance
PhilLord,ChanningTatum,CraigRoberts,AmberStevensWest,action comedy crime,22 Jump Street,ChanningTatum CraigRoberts AmberStevensWest PhilLord action comedy crime
NeilJordan,BradPitt,TomCruise,KirstenDunst,drama fantasy horror,Interview with the Vampire: The Vampire Chronicles,BradPitt TomCruise KirstenDunst NeilJordan drama fantasy horror
PeytonReed,BradleyCooper,ZooeyDeschanel,DannyMasterson,comedy romance,Yes Man,BradleyCooper ZooeyDeschanel DannyMasterson PeytonReed comedy romance
RawsonMarshallThurber,DwayneJohnson,ThomasKretschmann,MeganPark,action comedy crime,Central Intelligence,DwayneJohnson ThomasKretschmann MeganPark RawsonMarshallThurber action comedy crime
ChrisColumbus,JuliaRoberts,LiamAiken,HerbertRussell,comedy drama,Stepmom,JuliaRoberts LiamAiken HerbertRussell ChrisColumbus comedy drama
SeanAnders,WillFerrell,LindaCardellini,MarkL.Young,comedy family,Daddy's Home,WillFerrell LindaCardellini MarkL.Young SeanAnders comedy family
RobMarshall,JohnnyDepp,MerylStreep,AnnaKendrick,adventure comedy drama fantasy musical,Into the Woods,JohnnyDepp MerylStreep AnnaKendrick RobMarshall adventure comedy drama fantasy musical
SpikeLee,DenzelWashington,JamesRansone,PeterGerety,crime drama mystery thriller,Inside Man,DenzelWashington JamesRansone PeterGerety SpikeLee crime drama mystery thriller
BrianHelgeland,BillDuke,DeborahKaraUnger,WilliamDevane,action crime drama thriller,Payback,BillDuke DeborahKaraUnger WilliamDevane BrianHelgeland action crime drama thriller
FrankMarshall,DylanWalsh,JoeDonBaker,GrantHeslov,action adventure mystery sci-fi,Congo,DylanWalsh JoeDonBaker GrantHeslov FrankMarshall action adventure mystery sci-fi
CameronCrowe,ScarlettJohansson,MattDamon,StephanieSzostak,comedy drama family,We Bought a Zoo,ScarlettJohansson MattDamon StephanieSzostak CameronCrowe comedy drama family
AlexProyas,NicolasCage,BenMendelsohn,ChandlerCanterbury,drama mystery sci-fi thriller,Knowing,NicolasCage BenMendelsohn ChandlerCanterbury AlexProyas drama mystery sci-fi thriller
TomDey,BradleyCooper,MatthewMcConaughey,ZooeyDeschanel,comedy romance,Failure to Launch,BradleyCooper MatthewMcConaughey ZooeyDeschanel TomDey comedy romance
HideoNakata,NaomiWatts,GaryCole,SissySpacek,horror mystery,The Ring Two,NaomiWatts GaryCole SissySpacek HideoNakata horror mystery
GlennFicarra,RyanGosling,EmmaStone,SteveCarell,comedy drama romance,"Crazy, Stupid, Love.",RyanGosling EmmaStone SteveCarell GlennFicarra comedy drama romance
PeterHewitt,BillMurray,MarkChristopherLawrence,MichaelMonks,animation comedy family fantasy,Garfield,BillMurray MarkChristopherLawrence MichaelMonks PeterHewitt animation comedy family fantasy
JoeRoth,JamieLeeCurtis,CheechMarin,JakeBusey,comedy family,Christmas with the Kranks,JamieLeeCurtis CheechMarin JakeBusey JoeRoth comedy family
BennettMiller,PhilipSeymourHoffman,RobinWright,BradPitt,biography drama sport,Moneyball,PhilipSeymourHoffman RobinWright BradPitt BennettMiller biography drama sport
WolfgangPetersen,KevinSpacey,MorganFreeman,ReneRusso,action drama thriller,Outbreak,KevinSpacey MorganFreeman ReneRusso WolfgangPetersen action drama thriller
JaumeCollet-Serra,LiamNeeson,NateParker,ScootMcNairy,action mystery thriller,Non-Stop,LiamNeeson NateParker ScootMcNairy JaumeCollet-Serra action mystery thriller
AndyFickman,DwayneJohnson,BillyBrown,TomEverettScott,action adventure family fantasy sci-fi thriller,Race to Witch Mountain,DwayneJohnson BillyBrown TomEverettScott AndyFickman action adventure family fantasy sci-fi thriller
JamesMcTeigue,NataliePortman,EddieMarsan,RupertGraves,action drama thriller,V for Vendetta,NataliePortman EddieMarsan RupertGraves JamesMcTeigue action drama thriller
DavidDobkin,FannWong,Anna-LouisePlowman,GeorginaChapman,action adventure comedy,Shanghai Knights,FannWong Anna-LouisePlowman GeorginaChapman DavidDobkin action adventure comedy
DavidDobkin,BernardHill,GemmaJones,NicolaWalker,crime drama,Unforgotten            ,BernardHill GemmaJones NicolaWalker DavidDobkin crime drama
MatthewO'Callaghan,WillFerrell,FrankWelker,AlexanderGould,adventure animation comedy family,Curious George,WillFerrell FrankWelker AlexanderGould MatthewO'Callaghan adventure animation comedy family
AngelaRobinson,ScootMcNairy,ThomasLennon,CherylHines,adventure comedy family fantasy romance sport,Herbie Fully Loaded,ScootMcNairy ThomasLennon CherylHines AngelaRobinson adventure comedy family fantasy romance sport
GaryFleder,OliverPlatt,JenniferEsposito,ConradGoode,crime drama mystery thriller,Don't Say a Word,OliverPlatt JenniferEsposito ConradGoode GaryFleder crime drama mystery thriller
TommyWirkola,JeremyRenner,DerekMears,IngridBolsøBerdal,action fantasy horror,Hansel & Gretel: Witch Hunters,JeremyRenner DerekMears IngridBolsøBerdal TommyWirkola action fantasy horror
AdrianLyne,OlivierMartinez,ErikPerSullivan,ChadLowe,drama thriller,Unfaithful,OlivierMartinez ErikPerSullivan ChadLowe AdrianLyne drama thriller
D.J.Caruso,AlexPettyfer,EmilyWickersham,ReubenLangdon,action adventure sci-fi thriller,I Am Number Four,AlexPettyfer EmilyWickersham ReubenLangdon D.J.Caruso action adventure sci-fi thriller
MichaelBay,TobyStephens,JamesBadgeDale,DavidCostabile,action drama thriller war,13 Hours,TobyStephens JamesBadgeDale DavidCostabile MichaelBay action drama thriller war
JorgeR.Gutiérrez,ChanningTatum,HectorElizondo,AnadelaReguera,adventure animation comedy family fantasy romance,The Book of Life,ChanningTatum HectorElizondo AnadelaReguera JorgeR.Gutiérrez adventure animation comedy family fantasy romance
RichardLoncraine,JimmyBennett,HarrisonFord,MaryLynnRajskub,crime thriller,Firewall,JimmyBennett HarrisonFord MaryLynnRajskub RichardLoncraine crime thriller
ClintEastwood,ClintEastwood,MarkMargolis,ScottGlenn,action crime drama thriller,Absolute Power,ClintEastwood MarkMargolis ScottGlenn ClintEastwood action crime drama thriller
RidleyScott,ViggoMortensen,DemiMoore,JohnMichaelHiggins,action drama war,G.I. Jane,ViggoMortensen DemiMoore JohnMichaelHiggins RidleyScott action drama war
DavidFincher,DeborahKaraUnger,ArminMueller-Stahl,CharlesMartinet,drama mystery thriller,The Game,DeborahKaraUnger ArminMueller-Stahl CharlesMartinet DavidFincher drama mystery thriller
ChristopheGans,RadhaMitchell,DeborahKaraUnger,AliceKrige,adventure horror mystery,Silent Hill,RadhaMitchell DeborahKaraUnger AliceKrige ChristopheGans adventure horror mystery
HowardDeutch,KeanuReeves,JonFavreau,FaizonLove,comedy sport,The Replacements,KeanuReeves JonFavreau FaizonLove HowardDeutch comedy sport
JonHurwitz,AlysonHannigan,DaniaRamirez,NatashaLyonne,comedy,American Reunion,AlysonHannigan DaniaRamirez NatashaLyonne JonHurwitz comedy
F.GaryGray,KevinSpacey,MichaelCudlitz,SiobhanFallonHogan,action crime drama mystery thriller,The Negotiator,KevinSpacey MichaelCudlitz SiobhanFallonHogan F.GaryGray action crime drama mystery thriller
StevenQuale,MattWalsh,AlyciaDebnam-Carey,ScottLawrence,action thriller,Into the Storm,MattWalsh AlyciaDebnam-Carey ScottLawrence StevenQuale action thriller
JohnLandis,LouisLombardi,JonTenney,GilbertR.Hill,action comedy crime thriller,Beverly Hills Cop III,LouisLombardi JonTenney GilbertR.Hill JohnLandis action comedy crime thriller
JoeDante,ChristopherLee,RobertPicardo,PhoebeCates,comedy fantasy horror,Gremlins 2: The New Batch,ChristopherLee RobertPicardo PhoebeCates JoeDante comedy fantasy horror
DavidDobkin,RobertDowneyJr.,RobertDuvall,LeightonMeester,crime drama,The Judge,RobertDowneyJr. RobertDuvall LeightonMeester DavidDobkin crime drama
MimiLeder,ArminMueller-Stahl,HoltMcCallany,MarcelIures,action thriller,The Peacemaker,ArminMueller-Stahl HoltMcCallany MarcelIures MimiLeder action thriller
AlexanderWitt,MillaJovovich,ThomasKretschmann,MikeEpps,action horror sci-fi thriller,Resident Evil: Apocalypse,MillaJovovich ThomasKretschmann MikeEpps AlexanderWitt action horror sci-fi thriller
BeebanKidron,ColinFirth,JimBroadbent,CeliaImrie,comedy drama romance,Bridget Jones: The Edge of Reason,ColinFirth JimBroadbent CeliaImrie BeebanKidron comedy drama romance
CarlFranklin,DenzelWashington,SanaaLathan,JohnBillingsley,crime drama romance thriller,Out of Time,DenzelWashington SanaaLathan JohnBillingsley CarlFranklin crime drama romance thriller
StevenSeagal,MikeStarr,JoanChen,Sven-OleThorsen,action adventure thriller,On Deadly Ground,MikeStarr JoanChen Sven-OleThorsen StevenSeagal action adventure thriller
RobertRodriguez,TaylorLautner,KristinDavis,TaylorDooley,action adventure family fantasy,The Adventures of Sharkboy and Lavagirl 3-D,TaylorLautner KristinDavis TaylorDooley RobertRodriguez action adventure family fantasy
DannyBoyle,LeonardoDiCaprio,VirginieLedoyen,PeterYoungbloodHills,adventure drama thriller,The Beach,LeonardoDiCaprio VirginieLedoyen PeterYoungbloodHills DannyBoyle adventure drama thriller
GarryMarshall,AmberValletta,FelicityHuffman,SpencerBreslin,comedy drama romance,Raising Helen,AmberValletta FelicityHuffman SpencerBreslin GarryMarshall comedy drama romance
JamesMcTeigue,ShôKosugi,BenMiles,Rain,action crime thriller,Ninja Assassin,ShôKosugi BenMiles Rain JamesMcTeigue action crime thriller
SamRaimi,J.K.Simmons,KellyPreston,CarmineGiovinazzo,drama romance sport,For Love of the Game,J.K.Simmons KellyPreston CarmineGiovinazzo SamRaimi drama romance sport
SamRaimi,DavidJason,BruceAlexander,JohnLyons,crime drama mystery,A Touch of Frost            ,DavidJason BruceAlexander JohnLyons SamRaimi crime drama mystery
AndrewBergman,DemiMoore,RumerWillis,PaulGuilfoyle,comedy crime drama thriller,Striptease,DemiMoore RumerWillis PaulGuilfoyle AndrewBergman comedy crime drama thriller
TomDey,EmmaStone,JudyGreer,SteveCoogan,comedy family,Marmaduke,EmmaStone JudyGreer SteveCoogan TomDey comedy family
ClintEastwood,MattDamon,JayMohr,CécileDeFrance,drama fantasy,Hereafter,MattDamon JayMohr CécileDeFrance ClintEastwood drama fantasy
RichardDonner,MuseWatson,SylvesterStallone,KellyRowan,action crime thriller,Assassins,MuseWatson SylvesterStallone KellyRowan RichardDonner action crime thriller
PeterWebber,LiGong,StephenWalters,RichardBrake,crime drama thriller,Hannibal Rising,LiGong StephenWalters RichardBrake PeterWebber crime drama thriller
RobReiner,BruceWillis,TimMatheson,RitaWilson,comedy drama romance,The Story of Us,BruceWillis TimMatheson RitaWilson RobReiner comedy drama romance
JohnMcTiernan,ConnieNielsen,HarryConnickJr.,TimDaly,action crime drama mystery thriller,Basic,ConnieNielsen HarryConnickJr. TimDaly JohnMcTiernan action crime drama mystery thriller
ClintEastwood,ClintEastwood,AnjelicaHuston,RickHoffman,action crime drama mystery thriller,Blood Work,ClintEastwood AnjelicaHuston RickHoffman ClintEastwood action crime drama mystery thriller
TomTykwer,NaomiWatts,BríanF.O'Byrne,ArminMueller-Stahl,action crime drama mystery thriller,The International,NaomiWatts BríanF.O'Byrne ArminMueller-Stahl TomTykwer action crime drama mystery thriller
JohnCarpenter,SteveBuscemi,ValeriaGolino,MichelleForbes,action adventure sci-fi thriller,Escape from L.A.,SteveBuscemi ValeriaGolino MichelleForbes JohnCarpenter action adventure sci-fi thriller
JohnCarpenter,GreyDamon,BrittanyCurran,AaronHill,drama mystery thriller,Twisted            ,GreyDamon BrittanyCurran AaronHill JohnCarpenter drama mystery thriller
BradBird,VinDiesel,HarryConnickJr.,M.EmmetWalsh,action adventure animation comedy drama family sci-fi,The Iron Giant,VinDiesel HarryConnickJr. M.EmmetWalsh BradBird action adventure animation comedy drama family sci-fi
WesAnderson,BillMurray,AnjelicaHuston,MatthewGrayGubler,adventure comedy drama,The Life Aquatic with Steve Zissou,BillMurray AnjelicaHuston MatthewGrayGubler WesAnderson adventure comedy drama
GaryRoss,MatthewMcConaughey,DonaldWatkins,JessicaCollins,action biography drama history war,Free State of Jones,MatthewMcConaughey DonaldWatkins JessicaCollins GaryRoss action biography drama history war
AlanParker,KevinSpacey,KateWinslet,MattCraven,crime drama thriller,The Life of David Gale,KevinSpacey KateWinslet MattCraven AlanParker crime drama thriller
StephenHerek,ChristinaMilian,VanessaFerlito,KelliGarner,action comedy,Man of the House,ChristinaMilian VanessaFerlito KelliGarner StephenHerek action comedy
JaumeCollet-Serra,LiamNeeson,Common,BruceMcGill,action crime drama thriller,Run All Night,LiamNeeson Common BruceMcGill JaumeCollet-Serra action crime drama thriller
DavidCronenberg,ViggoMortensen,NaomiWatts,RazaJaffrey,crime mystery thriller,Eastern Promises,ViggoMortensen NaomiWatts RazaJaffrey DavidCronenberg crime mystery thriller
JohnStockwell,PaulWalker,JamesFrain,AshleyScott,action adventure crime thriller,Into the Blue,PaulWalker JamesFrain AshleyScott JohnStockwell action adventure crime thriller
LucBesson,PaulBrooke,DavidBailie,RabAffleck,adventure biography drama history war,The Messenger: The Story of Joan of Arc,PaulBrooke DavidBailie RabAffleck LucBesson adventure biography drama history war
DavidGordonGreen,NataliePortman,ZooeyDeschanel,JamesFranco,adventure comedy fantasy,Your Highness,NataliePortman ZooeyDeschanel JamesFranco DavidGordonGreen adventure comedy fantasy
JimSheridan,NaomiWatts,GregorySmith,SarahGadon,drama mystery thriller,Dream House,NaomiWatts GregorySmith SarahGadon JimSheridan drama mystery thriller
Costa-Gavras,MiaKirshner,BlytheDanner,WilliamAtherton,crime drama thriller,Mad City,MiaKirshner BlytheDanner WilliamAtherton Costa-Gavras crime drama thriller
PatrickReadJohnson,JoeMantegna,LaraFlynnBoyle,CynthiaNixon,adventure comedy crime drama family,Baby's Day Out,JoeMantegna LaraFlynnBoyle CynthiaNixon PatrickReadJohnson adventure comedy crime drama family
RolandJoffé,GaryOldman,RobertDuvall,DemiMoore,drama romance,The Scarlet Letter,GaryOldman RobertDuvall DemiMoore RolandJoffé drama romance
DougLiman,NaomiWatts,TyBurrell,BrookeSmith,biography drama thriller,Fair Game,NaomiWatts TyBurrell BrookeSmith DougLiman biography drama thriller
DougLiman,JulieBenz,TonyCurran,GrantBowler,action drama sci-fi,Defiance            ,JulieBenz TonyCurran GrantBowler DougLiman action drama sci-fi
TonyScott,IanZiering,Mo'Nique,EdgarRamírez,action biography crime drama thriller,Domino,IanZiering Mo'Nique EdgarRamírez TonyScott action biography crime drama thriller
WilliamFriedkin,MichaelBiehn,ChazzPalminteri,LindaFiorentino,crime drama thriller,Jade,MichaelBiehn ChazzPalminteri LindaFiorentino WilliamFriedkin crime drama thriller
MarkNeveldine,GerardButler,LoganLerman,AlisonLohman,action sci-fi thriller,Gamer,GerardButler LoganLerman AlisonLohman MarkNeveldine action sci-fi thriller
RichardLaGravenese,AldenEhrenreich,ZoeyDeutch,PruittTaylorVince,drama fantasy romance,Beautiful Creatures,AldenEhrenreich ZoeyDeutch PruittTaylorVince RichardLaGravenese drama fantasy romance
DannyDeVito,RobinWilliams,VincentSchiavelli,DannyWoodburn,comedy crime drama thriller,Death to Smoochy,RobinWilliams VincentSchiavelli DannyWoodburn DannyDeVito comedy crime drama thriller
BenStiller,MillaJovovich,WillFerrell,JustinTheroux,comedy,Zoolander 2,MillaJovovich WillFerrell JustinTheroux BenStiller comedy
GeorgeArmitage,MorganFreeman,AndrewWilson,WillieNelson,comedy crime,The Big Bounce,MorganFreeman AndrewWilson WillieNelson GeorgeArmitage comedy crime
MikeNichols,JudyGreer,LindaFiorentino,GarryShandling,comedy sci-fi,What Planet Are You From?,JudyGreer LindaFiorentino GarryShandling MikeNichols comedy sci-fi
PatrickLussier,NicolasCage,BillyBurke,KatyMixon,action fantasy thriller,Drive Angry,NicolasCage BillyBurke KatyMixon PatrickLussier action fantasy thriller
AndrzejBartkowiak,ChrisKlein,RobinShou,JosieHo,action crime drama mystery thriller,Street Fighter: The Legend of Chun-Li,ChrisKlein RobinShou JosieHo AndrzejBartkowiak action crime drama mystery thriller
JamesWong,JasonStatham,JetLi,DelroyLindo,action sci-fi thriller,The One,JasonStatham JetLi DelroyLindo JamesWong action sci-fi thriller
JamesWong,TobiasMenzies,GrahamMcTavish,StephenWalters,drama romance sci-fi,Outlander            ,TobiasMenzies GrahamMcTavish StephenWalters JamesWong drama romance sci-fi
RennyHarlin,LaurenHolly,GilbertGottfried,DavidPatrickKelly,action adventure comedy crime music mystery,The Adventures of Ford Fairlane,LaurenHolly GilbertGottfried DavidPatrickKelly RennyHarlin action adventure comedy crime music mystery
RichardCurtis,PhilipSeymourHoffman,CharlieRowe,TomSturridge,comedy drama music,Pirate Radio,PhilipSeymourHoffman CharlieRowe TomSturridge RichardCurtis comedy drama music
StevenSoderbergh,MichaelO'Neill,JacobVargas,JamesLew,crime drama thriller,Traffic,MichaelO'Neill JacobVargas JamesLew StevenSoderbergh crime drama thriller
StevenSpielberg,HarrisonFord,JulianGlover,AlisonDoody,action adventure fantasy,Indiana Jones and the Last Crusade,HarrisonFord JulianGlover AlisonDoody StevenSpielberg action adventure fantasy
JoeWright,KellyMacdonald,GuroNagelhusSchia,MatthewMacfadyen,drama romance,Anna Karenina,KellyMacdonald GuroNagelhusSchia MatthewMacfadyen JoeWright drama romance
NeillBlomkamp,HughJackman,SharltoCopley,JosePabloCantillo,action crime drama sci-fi thriller,Chappie,HughJackman SharltoCopley JosePabloCantillo NeillBlomkamp action crime drama sci-fi thriller
PhillipNoyce,DenzelWashington,AngelinaJoliePitt,LelandOrser,crime drama mystery thriller,The Bone Collector,DenzelWashington AngelinaJoliePitt LelandOrser PhillipNoyce crime drama mystery thriller
DavidFincher,KristenStewart,DwightYoakam,MelRodriguez,crime drama thriller,Panic Room,KristenStewart DwightYoakam MelRodriguez DavidFincher crime drama thriller
ChuckBowman,P.J.Soles,LochlynMunro,SteveBacic,horror thriller,The Tooth Fairy,P.J.Soles LochlynMunro SteveBacic ChuckBowman horror thriller
DavidO.Russell,JudyGreer,JamieKennedy,MykeltiWilliamson,action adventure comedy drama war,Three Kings,JudyGreer JamieKennedy MykeltiWilliamson DavidO.Russell action adventure comedy drama war
DanielEspinosa,TomHardy,FaresFares,MichaelNardone,crime drama thriller,Child 44,TomHardy FaresFares MichaelNardone DanielEspinosa crime drama thriller
JerryZucker,CorinnaHarney,DouglasHaase,VinceVieluf,adventure comedy,Rat Race,CorinnaHarney DouglasHaase VinceVieluf JerryZucker adventure comedy
IainSoftley,KevinSpacey,JeffBridges,AlfreWoodard,drama mystery sci-fi,K-PAX,KevinSpacey JeffBridges AlfreWoodard IainSoftley drama mystery sci-fi
JamesMangold,HughJackman,NatashaLyonne,BradleyWhitford,comedy fantasy romance,Kate & Leopold,HughJackman NatashaLyonne BradleyWhitford JamesMangold comedy fantasy romance
HaroldRamis,BrendanFraser,FrancesO'Connor,BrianDoyle-Murray,comedy fantasy romance,Bedazzled,BrendanFraser FrancesO'Connor BrianDoyle-Murray HaroldRamis comedy fantasy romance
FrancisFordCoppola,NicolasCage,BobHoskins,FredGwynne,crime drama music,The Cotton Club,NicolasCage BobHoskins FredGwynne FrancisFordCoppola crime drama music
JamesMangold,ChristianBale,LoganLerman,GretchenMol,adventure crime drama western,3:10 to Yuma,ChristianBale LoganLerman GretchenMol JamesMangold adventure crime drama western
OlivierMegaton,LiamNeeson,DougrayScott,JonGries,action thriller,Taken 3,LiamNeeson DougrayScott JonGries OlivierMegaton action thriller
StevenSoderbergh,DonCheadle,AlbertBrooks,KeithHudson,crime drama romance thriller,Out of Sight,DonCheadle AlbertBrooks KeithHudson StevenSoderbergh crime drama romance thriller
BenStiller,MatthewBroderick,JaneaneGarofalo,AndyDick,comedy drama thriller,The Cable Guy,MatthewBroderick JaneaneGarofalo AndyDick BenStiller comedy drama thriller
DeepaMehta,NanditaDas,GulshanGrover,EricPeterson,drama romance war,Earth,NanditaDas GulshanGrover EricPeterson DeepaMehta drama romance war
WarrenBeatty,CharlieKorsmo,WarrenBeatty,SeymourCassel,action comedy crime music romance thriller,Dick Tracy,CharlieKorsmo WarrenBeatty SeymourCassel WarrenBeatty action comedy crime music romance thriller
JohnMcTiernan,MarkMargolis,FayeDunaway,DenisLeary,crime romance thriller,The Thomas Crown Affair,MarkMargolis FayeDunaway DenisLeary JohnMcTiernan crime romance thriller
PennyMarshall,RosiePerez,AdamGarcia,AlissaDean,biography comedy drama,Riding in Cars with Boys,RosiePerez AdamGarcia AlissaDean PennyMarshall biography comedy drama
AndreiTarkovsky,DonatasBanionis,AnatoliySolonitsyn,NatalyaBondarchuk,drama mystery sci-fi,Solaris,DonatasBanionis AnatoliySolonitsyn NatalyaBondarchuk AndreiTarkovsky drama mystery sci-fi
PaulBolger,SarahMichelleGellar,GeorgeCarlin,RobPaulsen,adventure animation comedy family fantasy,Happily N'Ever After,SarahMichelleGellar GeorgeCarlin RobPaulsen PaulBolger adventure animation comedy family fantasy
StephenFrears,JuliaRoberts,BronaghGallagher,GeorgeCole,drama horror romance thriller,Mary Reilly,JuliaRoberts BronaghGallagher GeorgeCole StephenFrears drama horror romance thriller
P.J.Hogan,JuliaRoberts,ChristopherMasterson,RupertEverett,comedy romance,My Best Friend's Wedding,JuliaRoberts ChristopherMasterson RupertEverett P.J.Hogan comedy romance
JoeRoth,JuliaRoberts,RainnWilson,LarryKing,comedy romance,America's Sweethearts,JuliaRoberts RainnWilson LarryKing JoeRoth comedy romance
ChristopherNolan,AlPacino,MauraTierney,CrystalLowe,drama mystery thriller,Insomnia,AlPacino MauraTierney CrystalLowe ChristopherNolan drama mystery thriller
JonathanFrakes,LeVarBurton,AlfreWoodard,JonathanFrakes,action adventure drama sci-fi thriller,Star Trek: First Contact,LeVarBurton AlfreWoodard JonathanFrakes JonathanFrakes action adventure drama sci-fi thriller
JimmyHayward,MichaelFassbender,BillyBlair,JuliaJones,action drama fantasy thriller western,Jonah Hex,MichaelFassbender BillyBlair JuliaJones JimmyHayward action drama fantasy thriller western
EdwardZwick,DenzelWashington,MattDamon,ScottGlenn,action drama mystery thriller war,Courage Under Fire,DenzelWashington MattDamon ScottGlenn EdwardZwick action drama mystery thriller war
TomShadyac,MauraTierney,SwoosieKurtz,Randall'Tex'Cobb,comedy fantasy romance,Liar Liar,MauraTierney SwoosieKurtz Randall'Tex'Cobb TomShadyac comedy fantasy romance
BradFurman,JosephGilgun,AmyRyan,OlympiaDukakis,biography crime drama thriller,The Infiltrator,JosephGilgun AmyRyan OlympiaDukakis BradFurman biography crime drama thriller
TerenceYoung,LaurenceOlivier,BenGazzara,JacquelineBisset,drama history war,Inchon,LaurenceOlivier BenGazzara JacquelineBisset TerenceYoung drama history war
BrianLevant,JonathanWinters,ElizabethPerkins,HarveyKorman,comedy family fantasy,The Flintstones,JonathanWinters ElizabethPerkins HarveyKorman BrianLevant comedy family fantasy
OlivierMegaton,LiamNeeson,LukeGrimes,D.B.Sweeney,action crime thriller,Taken 2,LiamNeeson LukeGrimes D.B.Sweeney OlivierMegaton action crime thriller
DavidZucker,ReginaHall,PamelaAnderson,JennyMcCarthy,comedy,Scary Movie 3,ReginaHall PamelaAnderson JennyMcCarthy DavidZucker comedy
DonaldPetrie,CandiceBergen,WendyRaquelRobinson,HeatherBurns,action comedy crime romance,Miss Congeniality,CandiceBergen WendyRaquelRobinson HeatherBurns DonaldPetrie action comedy crime romance
EricBrevig,JoshHutcherson,BrendanFraser,AnitaBriem,action adventure family fantasy sci-fi,Journey to the Center of the Earth,JoshHutcherson BrendanFraser AnitaBriem EricBrevig action adventure family fantasy sci-fi
GarryMarshall,AnneHathaway,Raven-Symoné,HectorElizondo,comedy family romance,The Princess Diaries 2: Royal Engagement,AnneHathaway Raven-Symoné HectorElizondo GarryMarshall comedy family romance
AlanJ.Pakula,DenzelWashington,JuliaRoberts,TonyGoldwyn,crime drama mystery thriller,The Pelican Brief,DenzelWashington JuliaRoberts TonyGoldwyn AlanJ.Pakula crime drama mystery thriller
JoelSchumacher,BradleyWhitford,AnthonyLaPaglia,BradRenfro,crime drama mystery thriller,The Client,BradleyWhitford AnthonyLaPaglia BradRenfro JoelSchumacher crime drama mystery thriller
RobReiner,MorganFreeman,NoelGugliemi,SeanHayes,adventure comedy drama,The Bucket List,MorganFreeman NoelGugliemi SeanHayes RobReiner adventure comedy drama
PhillipNoyce,HarrisonFord,PollyWalker,PatrickBergin,action thriller,Patriot Games,HarrisonFord PollyWalker PatrickBergin PhillipNoyce action thriller
RobertLuketic,AdamScott,JaneFonda,ElaineStritch,comedy romance,Monster-in-Law,AdamScott JaneFonda ElaineStritch RobertLuketic comedy romance
DenisVilleneuve,HughJackman,JakeGyllenhaal,DylanMinnette,crime drama mystery thriller,Prisoners,HughJackman JakeGyllenhaal DylanMinnette DenisVilleneuve crime drama mystery thriller
AntoineFuqua,DenzelWashington,SnoopDogg,TomBerenger,crime drama thriller,Training Day,DenzelWashington SnoopDogg TomBerenger AntoineFuqua crime drama thriller
DeanParisot,AlanRickman,EnricoColantoni,RobinSachs,adventure comedy sci-fi,Galaxy Quest,AlanRickman EnricoColantoni RobinSachs DeanParisot adventure comedy sci-fi
KeenenIvoryWayans,NatashaLyonne,VeronicaCartwright,AndyRichter,comedy,Scary Movie 2,NatashaLyonne VeronicaCartwright AndyRichter KeenenIvoryWayans comedy
JamesBobin,BillCobbs,EricJacobson,SteveWhitmire,adventure comedy family musical,The Muppets,BillCobbs EricJacobson SteveWhitmire JamesBobin adventure comedy family musical
StephenNorrington,SanaaLathan,TraciLords,UdoKier,action horror,Blade,SanaaLathan TraciLords UdoKier StephenNorrington action horror
