director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
StevenS.DeKnight,JohnBoyega,ScottEastwood,CaileeSpaeny,action  fantasy  science fiction  adventure,Pacific Rim: Uprising,JohnBoyega ScottEastwood CaileeSpaeny StevenS.DeKnight action  fantasy  science fiction  adventure
WesAnderson,BryanCranston,EdwardNorton,BillMurray,adventure  comedy  animation,Isle of Dogs,BryanCranston EdwardNorton BillMurray WesAnderson adventure  comedy  animation
JohnStevenson,JamesMcAvoy,EmilyBlunt,JohnnyDepp,animation  family  fantasy  comedy  adventure  mystery,Sherlock Gnomes,JamesMcAvoy EmilyBlunt JohnnyDepp JohnStevenson animation  family  fantasy  comedy  adventure  mystery
StevenSoderbergh,ClaireFoy,JoshuaLeonard,JayPharoah,horror  thriller,Unsane,ClaireFoy JoshuaLeonard JayPharoah StevenSoderbergh horror  thriller
AndrewHyatt,JamesFaulkner,JimCaviezel,OlivierMartinez,drama  history,"Paul, Apostle of Christ",JamesFaulkner JimCaviezel OlivierMartinez AndrewHyatt drama  history
StanleyTucci,GeoffreyRush,ArmieHammer,ClémencePoésy,drama  history,Final Portrait,GeoffreyRush ArmieHammer ClémencePoésy StanleyTucci drama  history
ScottSpeer,BellaThorne,PatrickSchwarzenegger,RobRiggle,romance  drama,Midnight Sun,BellaThorne PatrickSchwarzenegger RobRiggle ScottSpeer romance  drama
RyanJustice,AmandaDelaney,JustinMaina,SeanMichaelGloria,thriller,Followers,AmandaDelaney JustinMaina SeanMichaelGloria RyanJustice thriller
StevenSpielberg,TyeSheridan,OliviaCooke,BenMendelsohn,science fiction  adventure  action,Ready Player One,TyeSheridan OliviaCooke BenMendelsohn StevenSpielberg science fiction  adventure  action
TylerPerry,TarajiP.Henson,LyriqBent,TikaSumpter,thriller,Tyler Perry's Acrimony,TarajiP.Henson LyriqBent TikaSumpter TylerPerry thriller
MichaelMason,DavidA.R.White,JohnCorbett,ShaneHarper,drama,God's Not Dead: A Light in Darkness,DavidA.R.White JohnCorbett ShaneHarper MichaelMason drama
AaronKatz,LolaKirke,ZoëKravitz,GretaLee,science fiction  action  thriller,Gemini,LolaKirke ZoëKravitz GretaLee AaronKatz science fiction  action  thriller
AdamRifkin,BurtReynolds,ArielWinter,ClarkDuke,drama,The Last Movie Star,BurtReynolds ArielWinter ClarkDuke AdamRifkin drama
JohnKrasinski,JohnKrasinski,EmilyBlunt,MillicentSimmonds,science fiction  thriller  horror,A Quiet Place,JohnKrasinski EmilyBlunt MillicentSimmonds JohnKrasinski science fiction  thriller  horror
KayCannon,LeslieMann,IkeBarinholtz,JohnCena,comedy,Blockers,LeslieMann IkeBarinholtz JohnCena KayCannon comedy
LynneRamsay,JoaquinPhoenix,EkaterinaSamsonov,AlexManette,thriller  drama,You Were Never Really Here,JoaquinPhoenix EkaterinaSamsonov AlexManette LynneRamsay thriller  drama
JohnCurran,JasonClarke,KateMara,EdHelms,history  drama  thriller,Chappaquiddick,JasonClarke KateMara EdHelms JohnCurran history  drama  thriller
"DrewFellman,DavidDouglas",KristenBell,unknown,unknown,documentary,Pandas,"KristenBell unknown unknown DrewFellman,DavidDouglas documentary"
AndrewHaigh,CharliePlummer,ChloëSevigny,TravisFimmel,drama  adventure,Lean on Pete,CharliePlummer ChloëSevigny TravisFimmel AndrewHaigh drama  adventure
SeanMcNamara,HelenHunt,WilliamHurt,ErinMoriarty,drama,The Miracle Season,HelenHunt WilliamHurt ErinMoriarty SeanMcNamara drama
BradAnderson,JonHamm,RosamundPike,DeanNorris,action  thriller  drama,Beirut,JonHamm RosamundPike DeanNorris BradAnderson action  thriller  drama
BradPeyton,DwayneJohnson,NaomieHarris,MalinÅkerman,action,Rampage,DwayneJohnson NaomieHarris MalinÅkerman BradPeyton action
JeffWadlow,LucyHale,TylerPosey,ViolettBeane,thriller  horror,Truth or Dare,LucyHale TylerPosey ViolettBeane JeffWadlow thriller  horror
ChloéZhao,BradyJandreau,unknown,unknown,western  drama,The Rider,BradyJandreau unknown unknown ChloéZhao western  drama
RichardLanni,LoganLerman,HelenaBonhamCarter,GérardDepardieu,animation  adventure  family  history  war,Sgt. Stubby: An American Hero,LoganLerman HelenaBonhamCarter GérardDepardieu RichardLanni animation  adventure  family  history  war
"AbbyKohn,MarcSilverstein",AmySchumer,MichelleWilliams,EmilyRatajkowski,comedy  romance,I Feel Pretty,"AmySchumer MichelleWilliams EmilyRatajkowski AbbyKohn,MarcSilverstein comedy  romance"
JayChandrasekhar,JayChandrasekhar,PaulSoter,SteveLemme,comedy  crime  mystery,Super Troopers 2,JayChandrasekhar PaulSoter SteveLemme JayChandrasekhar comedy  crime  mystery
DeonTaylor,PaulaPatton,OmarEpps,MissiPyle,horror  thriller,Traffik,PaulaPatton OmarEpps MissiPyle DeonTaylor horror  thriller
PeterLivolsi,AsaButterfield,NickOfferman,EllenBurstyn,drama  comedy,The House of Tomorrow,AsaButterfield NickOfferman EllenBurstyn PeterLivolsi drama  comedy
NaokoYamada,AtsumiTanezaki,NaoTōyama,unknown,animation  drama  music,Liz and the Blue Bird,AtsumiTanezaki NaoTōyama unknown NaokoYamada animation  drama  music
AnthonyRussoandJoeRusso,RobertDowneyJr.,ChrisHemsworth,MarkRuffalo,adventure  action  science fiction,Avengers: Infinity War,RobertDowneyJr. ChrisHemsworth MarkRuffalo AnthonyRussoandJoeRusso adventure  action  science fiction
SebastiánLelio,RachelWeisz,RachelMcAdams,AlessandroNivola,drama  romance,Disobedience,RachelWeisz RachelMcAdams AlessandroNivola SebastiánLelio drama  romance
PerFly,BenKingsley,TheoJames,JacquelineBisset,thriller  drama  history,Backstabbing for Beginners,BenKingsley TheoJames JacquelineBisset PerFly thriller  drama  history
DenizGamzeErgüven,HalleBerry,DanielCraig,unknown,adventure  drama  action,Kings,HalleBerry DanielCraig unknown DenizGamzeErgüven adventure  drama  action
"RobGreenberg,BobFisher",AnnaFaris,EugenioDerbez,EvaLongoria,romance  comedy,Overboard,"AnnaFaris EugenioDerbez EvaLongoria RobGreenberg,BobFisher romance  comedy"
JasonReitman,CharlizeTheron,MackenzieDavis,MarkDuplass,drama  comedy,Tully,CharlizeTheron MackenzieDavis MarkDuplass JasonReitman drama  comedy
DeanDevlin,DavidTennant,RobertSheehan,CarlitoOlivero,thriller  crime  horror,Bad Samaritan,DavidTennant RobertSheehan CarlitoOlivero DeanDevlin thriller  crime  horror
BobbyMiller,JohnnyGalecki,AnnaFriel,OliverPlatt,drama  comedy  fantasy,The Cleanse,JohnnyGalecki AnnaFriel OliverPlatt BobbyMiller drama  comedy  fantasy
XavierBeauvois,NathalieBaye,unknown,unknown,family  animation  fantasy  action  adventure,The Guardians,NathalieBaye unknown unknown XavierBeauvois family  animation  fantasy  action  adventure
BenFalcone,MelissaMcCarthy,MayaRudolph,MollyGordon,comedy,Life of the Party,MelissaMcCarthy MayaRudolph MollyGordon BenFalcone comedy
JamesMcTeigue,GabrielleUnion,BillyBurke,RichardCabral,thriller  crime  action  horror,Breaking In,GabrielleUnion BillyBurke RichardCabral JamesMcTeigue thriller  crime  action  horror
MichaelMayer,SaoirseRonan,AnnetteBening,CoreyStoll,drama  romance  comedy,The Seagull,SaoirseRonan AnnetteBening CoreyStoll MichaelMayer drama  romance  comedy
VaughnStein,MargotRobbie,SimonPegg,DexterFletcher,comedy  drama,Terminal,MargotRobbie SimonPegg DexterFletcher VaughnStein comedy  drama
CoralieFargeat,MatildaLutz,KevinJanssens,VincentColombe,action  thriller  horror,Revenge,MatildaLutz KevinJanssens VincentColombe CoralieFargeat action  thriller  horror
DavidLeitch,RyanReynolds,JoshBrolin,ZazieBeetz,action  comedy  adventure,Deadpool 2,RyanReynolds JoshBrolin ZazieBeetz DavidLeitch action  comedy  adventure
BillHolderman,JaneFonda,CandiceBergen,MarySteenburgen,comedy  romance  drama,Book Club,JaneFonda CandiceBergen MarySteenburgen BillHolderman comedy  romance  drama
PaulSchrader,EthanHawke,AmandaSeyfried,CedricKyles,drama,First Reformed,EthanHawke AmandaSeyfried CedricKyles PaulSchrader drama
WimWenders,PopeFrancis,unknown,unknown,documentary,Pope Francis: A Man of His Word,PopeFrancis unknown unknown WimWenders documentary
RajaGosnell,WillArnett,NatashaLyonne,Ludacris,adventure  crime  family  comedy,Show Dogs,WillArnett NatashaLyonne Ludacris RajaGosnell adventure  crime  family  comedy
RonHoward,AldenEhrenreich,WoodyHarrelson,EmiliaClarke,science fiction  adventure  action  crime,Solo: A Star Wars Story,AldenEhrenreich WoodyHarrelson EmiliaClarke RonHoward science fiction  adventure  action  crime
JohnCameronMitchell,ElleFanning,AlexSharp,NicoleKidman,comedy  music  romance  science fiction,How to Talk to Girls at Parties,ElleFanning AlexSharp NicoleKidman JohnCameronMitchell comedy  music  romance  science fiction
AnthonyByrne,NatalieDormer,EmilyRatajkowski,EdSkrein,drama,In Darkness,NatalieDormer EmilyRatajkowski EdSkrein AnthonyByrne drama
BruceLaBruce,SusanneSachße,VivaRuiz,KembraPfahler,drama,The Misandrists,SusanneSachße VivaRuiz KembraPfahler BruceLaBruce drama
"JamesFranco,BruceThierryCheung",JamesFranco,SukiWaterhouse,JeffreyWahlberg,science fiction,Future World,"JamesFranco SukiWaterhouse JeffreyWahlberg JamesFranco,BruceThierryCheung science fiction"
TimKirkby,JohnnyKnoxville,ChrisPontius,unknown,comedy  drama,Action Point,JohnnyKnoxville ChrisPontius unknown TimKirkby comedy  drama
BaltasarKormákur,ShaileneWoodley,SamClaflin,unknown,thriller  romance  adventure,Adrift,ShaileneWoodley SamClaflin unknown BaltasarKormákur thriller  romance  adventure
LeighWhannell,LoganMarshall-Green,BettyGabriel,HarrisonGilbertson,action  thriller  science fiction,Upgrade,LoganMarshall-Green BettyGabriel HarrisonGilbertson LeighWhannell action  thriller  science fiction
BartLayton,EvanPeters,BarryKeoghan,BlakeJenner,drama  crime  documentary,American Animals,EvanPeters BarryKeoghan BlakeJenner BartLayton drama  crime  documentary
TheresaBennett,NoëlWells,JoshRadnor,AyaCash,comedy  romance,Social Animals,NoëlWells JoshRadnor AyaCash TheresaBennett comedy  romance
GaryRoss,SandraBullock,CateBlanchett,AnneHathaway,crime  comedy  action,Ocean's 8,SandraBullock CateBlanchett AnneHathaway GaryRoss crime  comedy  action
MorganNeville,FredRogers,unknown,unknown,documentary,Won't You Be My Neighbor?,FredRogers unknown unknown MorganNeville documentary
AriAster,ToniCollette,AlexWolff,MillyShapiro,horror  mystery  thriller,Hereditary,ToniCollette AlexWolff MillyShapiro AriAster horror  mystery  thriller
DrewPearce,JodieFoster,SterlingK.Brown,SofiaBoutella,thriller  science fiction  action,Hotel Artemis,JodieFoster SterlingK.Brown SofiaBoutella DrewPearce thriller  science fiction  action
DirectorX,TrevorJackson,JasonMitchell,MichaelK.Williams,action  crime,Superfly,TrevorJackson JasonMitchell MichaelK.Williams DirectorX action  crime
BradBird,CraigT.Nelson,HollyHunter,SarahVowell,action  adventure  animation  family,Incredibles 2,CraigT.Nelson HollyHunter SarahVowell BradBird action  adventure  animation  family
JeffTomsic,EdHelms,JeremyRenner,JonHamm,comedy  action,Tag,EdHelms JeremyRenner JonHamm JeffTomsic comedy  action
DominicCooke,SaoirseRonan,BillyHowle,EmilyWatson,drama  romance,On Chesil Beach,SaoirseRonan BillyHowle EmilyWatson DominicCooke drama  romance
KevinConnolly,JohnTravolta,KellyPreston,StacyKeach,crime  drama  history  thriller,Gotti,JohnTravolta KellyPreston StacyKeach KevinConnolly crime  drama  history  thriller
J.A.Bayona,ChrisPratt,BryceDallasHoward,RafeSpall,action  adventure  science fiction,Jurassic World: Fallen Kingdom,ChrisPratt BryceDallasHoward RafeSpall J.A.Bayona action  adventure  science fiction
ShanaFeste,VeraFarmiga,ChristopherPlummer,LewisMacDougall,comedy  drama,Boundaries,VeraFarmiga ChristopherPlummer LewisMacDougall ShanaFeste comedy  drama
"DavidZellner,NathanZellner",RobertPattinson,MiaWasikowska,unknown,comedy  western,Damsel,"RobertPattinson MiaWasikowska unknown DavidZellner,NathanZellner comedy  western"
MikeP.Nelson,TylerHoechlin,KateBosworth,LanceReddick,thriller  horror,The Domestics,TylerHoechlin KateBosworth LanceReddick MikeP.Nelson thriller  horror
StefanoSollima,BeniciodelToro,JoshBrolin,IsabelaMoner,action  crime  drama  thriller,Sicario: Day of the Soldado,BeniciodelToro JoshBrolin IsabelaMoner StefanoSollima action  crime  drama  thriller
DebraGranik,BenFoster,ThomasinMcKenzie,JeffKober,drama,Leave No Trace,BenFoster ThomasinMcKenzie JeffKober DebraGranik drama
CharlesStoneIII,KyrieIrving,LilRelHowery,ShaquilleO'Neal,comedy,Uncle Drew,KyrieIrving LilRelHowery ShaquilleO'Neal CharlesStoneIII comedy
SusannaWhite,JessicaChastain,MichaelGreyeyes,ChaskeSpencer,drama  history  western,Woman Walks Ahead,JessicaChastain MichaelGreyeyes ChaskeSpencer SusannaWhite drama  history  western
GerardMcMurray,Y'lanNoel,LexScottDavis,JoivanWade,action  thriller  horror,The First Purge,Y'lanNoel LexScottDavis JoivanWade GerardMcMurray action  thriller  horror
PeytonReed,PaulRudd,EvangelineLilly,MichaelPeña,action  adventure  science fiction,Ant-Man and the Wasp,PaulRudd EvangelineLilly MichaelPeña PeytonReed action  adventure  science fiction
BootsRiley,LakeithStanfield,TessaThompson,ArmieHammer,fantasy  science fiction  comedy,Sorry to Bother You,LakeithStanfield TessaThompson ArmieHammer BootsRiley fantasy  science fiction  comedy
KevinMacDonald,WhitneyHouston,unknown,unknown,music  documentary,Whitney,WhitneyHouston unknown unknown KevinMacDonald music  documentary
GenndyTartakovsky,AdamSandler,AndySamberg,SelenaGomez,family  fantasy  comedy  animation,Hotel Transylvania 3: Summer Vacation,AdamSandler AndySamberg SelenaGomez GenndyTartakovsky family  fantasy  comedy  animation
RawsonMarshallThurber,DwayneJohnson,NeveCampbell,ChinHan,action  thriller,Skyscraper,DwayneJohnson NeveCampbell ChinHan RawsonMarshallThurber action  thriller
BoBurnham,ElsieFisher,JoshHamilton,EmilyRobinson,comedy  drama,Eighth Grade,ElsieFisher JoshHamilton EmilyRobinson BoBurnham comedy  drama
GusVanSant,JoaquinPhoenix,RooneyMara,JonahHill,comedy  drama,"Don't Worry, He Won't Get Far on Foot",JoaquinPhoenix RooneyMara JonahHill GusVanSant comedy  drama
RobReiner,WoodyHarrelson,TommyLeeJones,JamesMarsden,drama  history  thriller,Shock and Awe,WoodyHarrelson TommyLeeJones JamesMarsden RobReiner drama  history  thriller
OlParker,LilyJames,AmandaSeyfried,PierceBrosnan,comedy  romance,Mamma Mia! Here We Go Again,LilyJames AmandaSeyfried PierceBrosnan OlParker comedy  romance
AntoineFuqua,DenzelWashington,AshtonSanders,PedroPascal,action  thriller  crime,The Equalizer 2,DenzelWashington AshtonSanders PedroPascal AntoineFuqua action  thriller  crime
CarlosLópezEstrada,JaninaGavankar,EthanEmbry,DaveedDiggs,comedy  drama,Blindspotting,JaninaGavankar EthanEmbry DaveedDiggs CarlosLópezEstrada comedy  drama
StephenSusco,ColinWoodell,RebeccaRittenhouse,BettyGabriel,horror  mystery  thriller,Unfriended: Dark Web,ColinWoodell RebeccaRittenhouse BettyGabriel StephenSusco horror  mystery  thriller
ShinsukeSato,SotaFukushi,HanaSugisaki,unknown,action  fantasy  adventure,Bleach,SotaFukushi HanaSugisaki unknown ShinsukeSato action  fantasy  adventure
ÉdouardDeluc,VincentCassel,TuheïAdams,MalikZidi,drama  romance,Gauguin – Voyage de Tahiti,VincentCassel TuheïAdams MalikZidi ÉdouardDeluc drama  romance
ChristopherMcQuarrie,TomCruise,HenryCavill,VingRhames,action  adventure,Mission: Impossible – Fallout,TomCruise HenryCavill VingRhames ChristopherMcQuarrie action  adventure
PeterRidaMichail,ScottMenville,KharyPayton,TaraStrong,animation  action  comedy  science fiction,Teen Titans Go! To the Movies,ScottMenville KharyPayton TaraStrong PeterRidaMichail animation  action  comedy  science fiction
TsuiHark,TsuiHark(director),ChangChia-lu,ChenKuo-Fu(screenplay),mystery  fantasy  adventure  action,Detective Dee: The Four Heavenly Kings,TsuiHark(director) ChangChia-lu ChenKuo-Fu(screenplay) TsuiHark mystery  fantasy  adventure  action
ElijahBynum,TimothéeChalamet,MaikaMonroe,AlexRoe,drama  comedy,Hot Summer Nights,TimothéeChalamet MaikaMonroe AlexRoe ElijahBynum drama  comedy
MarcTurtletaub,KellyMacdonald,IrrfanKhan,DavidDenman,drama,Puzzle,KellyMacdonald IrrfanKhan DavidDenman MarcTurtletaub drama
MarcForster,EwanMcGregor,HayleyAtwell,JimCummings,adventure  comedy  family  fantasy,Christopher Robin,EwanMcGregor HayleyAtwell JimCummings MarcForster adventure  comedy  family  fantasy
JenniferYuhNelson,AmandlaStenberg,MandyMoore,HarrisDickinson,science fiction  action  drama  romance  adventure  thriller,The Darkest Minds,AmandlaStenberg MandyMoore HarrisDickinson JenniferYuhNelson science fiction  action  drama  romance  adventure  thriller
SusannaFogel,MilaKunis,KateMcKinnon,JustinTheroux,action  comedy,The Spy Who Dumped Me,MilaKunis KateMcKinnon JustinTheroux SusannaFogel action  comedy
